,flight_id,iop,iop_date_local,nominal_altitude,sensor_aspirated,sensor_unaspirated,aspirated_start_time_utc,aspirated_end_time_utc,unaspirated_start_time_utc,unaspirated_end_time_utc,aspirated_stack_duration,unaspirated_stack_duration
231,82,24,6/12/23 0:00,350,X04,X05,6/12/23 18:22,6/12/23 18:36,6/12/23 18:22,6/12/23 18:36,13.683333333333334,13.666666666666666
232,83,24,6/12/23 0:00,350,X04,X05,6/12/23 22:25,6/12/23 22:31,6/12/23 22:25,6/12/23 22:31,6.1,6.1
233,84,24,6/12/23 0:00,350,X04,X05,6/12/23 23:35,6/12/23 23:51,6/12/23 23:35,6/12/23 23:51,15.35,15.366666666666667
237,85,25,6/15/23 0:00,120,X11,X09,6/15/23 16:59,6/15/23 17:11,6/15/23 16:59,6/15/23 17:11,11.533333333333333,11.566666666666666
238,86,25,6/15/23 0:00,120,X11,X09,6/15/23 17:58,6/15/23 18:09,6/15/23 17:58,6/15/23 18:09,11.45,11.416666666666666
239,87,25,6/15/23 0:00,120,X11,X09,6/15/23 18:21,6/15/23 18:36,6/15/23 18:21,6/15/23 18:36,14.8,14.783333333333333
240,88,25,6/15/23 0:00,120,X11,X09,6/15/23 21:29,6/15/23 21:39,6/15/23 21:29,6/15/23 21:39,10.35,10.383333333333333
241,89,25,6/15/23 0:00,120,X11,X09,6/15/23 22:21,6/15/23 22:37,6/15/23 22:21,6/15/23 22:37,15.683333333333334,15.65
242,90,25,6/15/23 0:00,120,X11,X09,6/15/23 23:19,6/15/23 23:31,6/15/23 23:19,6/15/23 23:31,11.7,11.716666666666667
243,91,25,6/15/23 0:00,120,X11,X09,6/15/23 23:49,6/16/23 0:02,6/15/23 23:49,6/16/23 0:02,13.533333333333333,13.5
244,85,25,6/15/23 0:00,350,X10,X12,6/15/23 16:59,6/15/23 17:11,6/15/23 16:59,6/15/23 17:11,11.3,11.283333333333333
245,86,25,6/15/23 0:00,350,X10,X12,6/15/23 17:58,6/15/23 18:09,6/15/23 17:58,6/15/23 18:09,11.3,11.283333333333333
246,87,25,6/15/23 0:00,350,X10,X12,6/15/23 18:21,6/15/23 18:35,6/15/23 18:21,6/15/23 18:35,14.416666666666666,14.416666666666666
247,88,25,6/15/23 0:00,350,X10,X12,6/15/23 21:29,6/15/23 21:39,6/15/23 21:29,6/15/23 21:39,10.033333333333333,10.033333333333333
248,89,25,6/15/23 0:00,350,X10,X12,6/15/23 22:26,6/15/23 22:37,6/15/23 22:26,6/15/23 22:37,10.566666666666666,10.583333333333334
249,90,25,6/15/23 0:00,350,X10,X12,6/15/23 23:19,6/15/23 23:30,6/15/23 23:19,6/15/23 23:31,11.666666666666666,11.833333333333334
250,91,25,6/15/23 0:00,350,X10,X12,6/15/23 23:49,6/16/23 0:02,6/15/23 23:49,6/16/23 0:02,13.366666666666667,13.383333333333333
251,85,25,6/15/23 0:00,235,X03,X04,6/15/23 17:05,6/15/23 17:11,6/15/23 17:05,6/15/23 17:11,5.65,5.65
252,86,25,6/15/23 0:00,235,X03,X04,6/15/23 17:58,6/15/23 18:09,6/15/23 17:58,6/15/23 18:09,11.016666666666667,11.333333333333334
253,87,25,6/15/23 0:00,235,X03,X04,6/15/23 18:21,6/15/23 18:36,6/15/23 18:21,6/15/23 18:36,14.766666666666667,14.783333333333333
254,88,25,6/15/23 0:00,235,X03,X04,6/15/23 21:29,6/15/23 21:37,6/15/23 21:29,6/15/23 21:39,7.716666666666667,10.166666666666666
255,89,25,6/15/23 0:00,235,X03,X04,6/15/23 22:21,6/15/23 22:34,6/15/23 22:21,6/15/23 22:36,12.733333333333333,15.083333333333334
256,90,25,6/15/23 0:00,235,X03,X04,6/15/23 23:19,6/15/23 23:30,6/15/23 23:19,6/15/23 23:30,11.316666666666666,11.366666666666667
257,91,25,6/15/23 0:00,235,X03,X04,6/15/23 23:49,6/15/23 23:59,6/15/23 23:49,6/16/23 0:02,9.766666666666667,13.383333333333333
258,92,26,6/17/23 0:00,235,X07,X09,6/17/23 18:07,6/17/23 18:19,6/17/23 18:07,6/17/23 18:19,12.75,12.733333333333333
259,93,26,6/17/23 0:00,235,X07,X09,6/17/23 20:12,6/17/23 20:26,6/17/23 20:12,6/17/23 20:26,13.516666666666667,13.55
260,94,26,6/17/23 0:00,235,X07,X09,6/17/23 20:36,6/17/23 20:49,6/17/23 20:36,6/17/23 20:49,12.516666666666667,12.533333333333333
261,95,26,6/17/23 0:00,235,X07,X09,6/17/23 22:23,6/17/23 22:25,6/17/23 22:23,6/17/23 22:25,2.2333333333333334,2.25
262,96,26,6/17/23 0:00,235,X07,X09,6/17/23 23:04,6/17/23 23:10,6/17/23 23:00,6/17/23 23:15,5.3,14.733333333333333
263,97,26,6/17/23 0:00,235,X07,X09,6/17/23 23:23,6/17/23 23:36,6/17/23 23:23,6/17/23 23:36,12.3,12.283333333333333
264,92,26,6/17/23 0:00,350,X12,X11,6/17/23 18:11,6/17/23 18:20,6/17/23 18:06,6/17/23 18:19,8.8,12.783333333333333
265,93,26,6/17/23 0:00,350,X12,X11,6/17/23 20:12,6/17/23 20:26,6/17/23 20:12,6/17/23 20:26,14.35,13.4
266,94,26,6/17/23 0:00,350,X12,X11,6/17/23 20:36,6/17/23 20:49,6/17/23 20:36,6/17/23 20:49,13.45,12.483333333333333
267,95,26,6/17/23 0:00,350,X12,X11,6/17/23 22:22,6/17/23 22:25,6/17/23 22:23,6/17/23 22:25,3.183333333333333,2.2666666666666666
268,96,26,6/17/23 0:00,350,X12,X11,,,6/17/23 23:00,6/17/23 23:14,,14.8
269,97,26,6/17/23 0:00,350,X12,X11,,,6/17/23 23:23,6/17/23 23:36,,12.133333333333333
270,92,26,6/17/23 0:00,120,X04,X03,6/17/23 18:06,6/17/23 18:19,6/17/23 18:06,6/17/23 18:19,12.8,12.8
271,93,26,6/17/23 0:00,120,X04,X03,6/17/23 20:12,6/17/23 20:26,6/17/23 20:12,6/17/23 20:26,13.9,13.9
272,94,26,6/17/23 0:00,120,X04,X03,6/17/23 20:40,6/17/23 20:49,6/17/23 20:36,6/17/23 20:49,8.783333333333333,12.883333333333333
273,95,26,6/17/23 0:00,120,X04,X03,6/17/23 22:22,6/17/23 22:25,6/17/23 22:22,6/17/23 22:25,2.533333333333333,2.55
274,96,26,6/17/23 0:00,120,X04,X03,6/17/23 23:00,6/17/23 23:15,6/17/23 23:00,6/17/23 23:15,15.083333333333334,15.066666666666666
275,97,26,6/17/23 0:00,120,X04,X03,6/17/23 23:23,6/17/23 23:36,6/17/23 23:23,6/17/23 23:36,12.633333333333333,12.616666666666667
276,98,27,6/21/23 0:00,235,X04,X09,6/21/23 19:16,6/21/23 19:26,6/21/23 19:16,6/21/23 19:26,9.483333333333333,9.5
277,99,27,6/21/23 0:00,235,X04,X09,6/21/23 22:05,6/21/23 22:11,6/21/23 22:05,6/21/23 22:11,5.7,5.7
278,98,27,6/21/23 0:00,120,X10,X03,6/21/23 19:17,6/21/23 19:29,6/21/23 19:17,6/21/23 19:29,12.216666666666667,12.2
279,99,27,6/21/23 0:00,120,X10,X03,6/21/23 22:05,6/21/23 22:17,6/21/23 22:05,6/21/23 22:17,11.816666666666666,11.816666666666666
280,98,27,6/21/23 0:00,350,X12,X05,6/21/23 19:17,6/21/23 19:29,6/21/23 19:17,6/21/23 19:29,12.1,12.133333333333333
281,99,27,6/21/23 0:00,350,X12,X05,6/21/23 22:06,6/21/23 22:17,6/21/23 22:06,6/21/23 22:17,11.75,11.766666666666667
