,flight_id,iop_date_local,iop,drone_name,flight_number_of_day,nominal_altitude,takeoff_time_local,landing_time_local,takeoff_time_utc,landing_time_utc,sensor_aspirated,sensor_unaspirated
174,63,2023-06-01,19,Ac,2,235,2023-06-01 13:11:00,2023-06-01 13:30:00,2023-06-01 19:11:00,2023-06-01 19:30:00,X04,X07
175,64,2023-06-01,19,Ac,3,235,2023-06-01 13:42:00,2023-06-01 14:00:00,2023-06-01 19:42:00,2023-06-01 20:00:00,X04,X07
176,65,2023-06-01,19,Ac,4,235,2023-06-01 16:55:00,2023-06-01 17:12:00,2023-06-01 22:55:00,2023-06-01 23:12:00,X04,X07
177,66,2023-06-01,19,Ac,5,235,2023-06-01 18:08:00,2023-06-01 18:29:00,2023-06-02 00:08:00,2023-06-02 00:29:00,X04,X07
178,62,2023-06-01,19,St,1,350,2023-06-01 12:46:00,2023-06-01 13:04:00,2023-06-01 18:46:00,2023-06-01 19:04:00,X03,X06
179,63,2023-06-01,19,St,2,350,2023-06-01 13:10:00,2023-06-01 13:30:00,2023-06-01 19:10:00,2023-06-01 19:30:00,X03,X06
180,64,2023-06-01,19,St,3,350,2023-06-01 13:42:00,2023-06-01 14:01:00,2023-06-01 19:42:00,2023-06-01 20:01:00,X03,X06
181,65,2023-06-01,19,St,4,350,2023-06-01 16:55:00,2023-06-01 17:12:00,2023-06-01 22:55:00,2023-06-01 23:12:00,X03,X06
182,66,2023-06-01,19,St,5,350,2023-06-01 18:08:00,2023-06-01 18:29:00,2023-06-02 00:08:00,2023-06-02 00:29:00,X03,X06
183,67,2023-06-02,20,Cb,1,120,2023-06-02 12:12:00,2023-06-02 12:30:00,2023-06-02 18:12:00,2023-06-02 18:30:00,X10,X01
184,68,2023-06-02,20,Cb,2,120,2023-06-02 13:23:00,2023-06-02 13:45:00,2023-06-02 19:23:00,2023-06-02 19:45:00,X10,X01
185,69,2023-06-02,20,Cb,3,120,2023-06-02 17:42:00,2023-06-02 18:00:00,2023-06-02 23:42:00,2023-06-03 00:00:00,X10,X01
186,70,2023-06-02,20,Cb,4,120,2023-06-02 18:05:00,2023-06-02 18:22:00,2023-06-03 00:05:00,2023-06-03 00:22:00,X10,X01
187,67,2023-06-02,20,Ac,1,235,2023-06-02 12:12:00,2023-06-02 12:29:00,2023-06-02 18:12:00,2023-06-02 18:29:00,X07,X09
188,68,2023-06-02,20,Ac,2,235,2023-06-02 13:23:00,2023-06-02 13:43:00,2023-06-02 19:23:00,2023-06-02 19:43:00,X07,X09
189,69,2023-06-02,20,Ac,3,235,2023-06-02 17:42:00,2023-06-02 18:00:00,2023-06-02 23:42:00,2023-06-03 00:00:00,X07,X09
190,70,2023-06-02,20,Ac,4,235,2023-06-02 18:05:00,2023-06-02 18:21:00,2023-06-03 00:05:00,2023-06-03 00:21:00,X07,X09
191,67,2023-06-02,20,St,1,350,2023-06-02 12:12:00,2023-06-02 12:30:00,2023-06-02 18:12:00,2023-06-02 18:30:00,X04,X05
192,68,2023-06-02,20,St,2,350,2023-06-02 13:23:00,2023-06-02 13:43:00,2023-06-02 19:23:00,2023-06-02 19:43:00,X04,X05
193,69,2023-06-02,20,St,3,350,2023-06-02 17:42:00,2023-06-02 18:01:00,2023-06-02 23:42:00,2023-06-03 00:01:00,X04,X05
194,70,2023-06-02,20,St,4,350,2023-06-02 18:05:00,2023-06-02 18:21:00,2023-06-03 00:05:00,2023-06-03 00:21:00,X04,X05
195,71,2023-06-06,21,Ac,1,235,2023-06-06 15:40:00,2023-06-06 15:56:00,2023-06-06 21:40:00,2023-06-06 21:56:00,X04,X07
196,71,2023-06-06,21,St,1,350,2023-06-06 15:40:00,2023-06-06 15:57:00,2023-06-06 21:40:00,2023-06-06 21:57:00,X09,X06
197,71,2023-06-06,21,Cb,1,120,2023-06-06 15:40:00,2023-06-06 15:58:00,2023-06-06 21:40:00,2023-06-06 21:58:00,X10,X01
198,72,2023-06-08,22,Ac,1,235,2023-06-08 13:57:00,2023-06-08 14:13:00,2023-06-08 19:57:00,2023-06-08 20:13:00,X10,
199,73,2023-06-08,22,Ac,2,235,2023-06-08 16:38:00,2023-06-08 16:57:00,2023-06-08 22:38:00,2023-06-08 22:57:00,X10,
200,74,2023-06-08,22,Ac,3,235,2023-06-08 17:37:00,2023-06-08 17:53:00,2023-06-08 23:37:00,2023-06-08 23:53:00,X10,
201,72,2023-06-08,22,St,1,350,2023-06-08 13:56:00,2023-06-08 14:13:00,2023-06-08 19:56:00,2023-06-08 20:13:00,X09,X05
202,73,2023-06-08,22,St,2,350,2023-06-08 16:38:00,2023-06-08 16:58:00,2023-06-08 22:38:00,2023-06-08 22:58:00,X09,X05
203,74,2023-06-08,22,St,3,350,2023-06-08 17:36:00,2023-06-08 17:54:00,2023-06-08 23:36:00,2023-06-08 23:54:00,X09,X05
204,72,2023-06-08,22,Cb,1,120,2023-06-08 13:57:00,2023-06-08 14:14:00,2023-06-08 19:57:00,2023-06-08 20:14:00,X04,X03
205,73,2023-06-08,22,Cb,2,120,2023-06-08 16:37:00,2023-06-08 16:58:00,2023-06-08 22:37:00,2023-06-08 22:58:00,X04,X03
206,74,2023-06-08,22,Cb,3,120,2023-06-08 17:36:00,2023-06-08 17:54:00,2023-06-08 23:36:00,2023-06-08 23:54:00,X04,X03
207,75,2023-06-10,23,Ac,1,235,2023-06-10 12:12:00,2023-06-10 12:31:00,2023-06-10 18:12:00,2023-06-10 18:31:00,X03,X04
208,76,2023-06-10,23,Ac,2,235,2023-06-10 14:30:00,2023-06-10 14:49:00,2023-06-10 20:30:00,2023-06-10 20:49:00,X03,X04
209,77,2023-06-10,23,Ac,3,235,2023-06-10 15:08:00,2023-06-10 15:19:00,2023-06-10 21:08:00,2023-06-10 21:19:00,X03,X04
210,78,2023-06-10,23,Ac,4,235,2023-06-10 17:13:00,2023-06-10 17:30:00,2023-06-10 23:13:00,2023-06-10 23:30:00,X03,X04
211,79,2023-06-10,23,Ac,5,235,2023-06-10 17:40:00,2023-06-10 17:57:00,2023-06-10 23:40:00,2023-06-10 23:57:00,X03,X04
212,80,2023-06-10,23,Ac,6,235,2023-06-10 19:10:00,2023-06-10 19:31:00,2023-06-11 01:10:00,2023-06-11 01:31:00,X03,X04
213,81,2023-06-10,23,Ac,7,235,2023-06-10 19:36:00,2023-06-10 19:55:00,2023-06-11 01:36:00,2023-06-11 01:55:00,X03,X04
214,75,2023-06-10,23,St,1,350,2023-06-10 12:12:00,2023-06-10 12:30:00,2023-06-10 18:12:00,2023-06-10 18:30:00,X10,X06
215,76,2023-06-10,23,St,2,350,2023-06-10 14:30:00,2023-06-10 14:49:00,2023-06-10 20:30:00,2023-06-10 20:49:00,X10,X06
216,77,2023-06-10,23,St,3,350,2023-06-10 15:07:00,2023-06-10 15:19:00,2023-06-10 21:07:00,2023-06-10 21:19:00,X10,X06
217,78,2023-06-10,23,St,4,350,2023-06-10 17:12:00,2023-06-10 17:30:00,2023-06-10 23:12:00,2023-06-10 23:30:00,X10,X06
218,79,2023-06-10,23,St,5,350,2023-06-10 17:40:00,2023-06-10 17:57:00,2023-06-10 23:40:00,2023-06-10 23:57:00,X10,X06
219,80,2023-06-10,23,St,6,350,2023-06-10 19:10:00,2023-06-10 19:31:00,2023-06-11 01:10:00,2023-06-11 01:31:00,X10,X06
220,81,2023-06-10,23,St,7,350,2023-06-10 19:36:00,2023-06-10 19:55:00,2023-06-11 01:36:00,2023-06-11 01:55:00,X10,X06
221,75,2023-06-10,23,Cb,1,120,2023-06-10 12:13:00,2023-06-10 12:31:00,2023-06-10 18:13:00,2023-06-10 18:31:00,X09,X01
222,76,2023-06-10,23,Cb,2,120,2023-06-10 14:31:00,2023-06-10 14:50:00,2023-06-10 20:31:00,2023-06-10 20:50:00,X09,X01
223,77,2023-06-10,23,Cb,3,120,2023-06-10 15:08:00,2023-06-10 15:20:00,2023-06-10 21:08:00,2023-06-10 21:20:00,X09,X01
224,78,2023-06-10,23,Cb,4,120,2023-06-10 17:13:00,2023-06-10 17:30:00,2023-06-10 23:13:00,2023-06-10 23:30:00,X09,X01
225,79,2023-06-10,23,Cb,5,120,2023-06-10 17:40:00,2023-06-10 17:58:00,2023-06-10 23:40:00,2023-06-10 23:58:00,X09,X01
226,80,2023-06-10,23,Cb,6,120,2023-06-10 19:12:00,2023-06-10 19:32:00,2023-06-11 01:12:00,2023-06-11 01:32:00,X09,X01
227,81,2023-06-10,23,Cb,7,120,2023-06-10 19:36:00,2023-06-10 19:57:00,2023-06-11 01:36:00,2023-06-11 01:57:00,X09,X01
228,82,2023-06-12,24,Ac,1,235,2023-06-12 12:20:00,2023-06-12 12:38:00,2023-06-12 18:20:00,2023-06-12 18:38:00,X10,
229,83,2023-06-12,24,Ac,2,235,2023-06-12 16:22:00,2023-06-12 16:34:00,2023-06-12 22:22:00,2023-06-12 22:34:00,X10,
230,84,2023-06-12,24,Ac,3,235,2023-06-12 17:34:00,2023-06-12 17:54:00,2023-06-12 23:34:00,2023-06-12 23:54:00,X10,
231,82,2023-06-12,24,St,1,350,2023-06-12 12:20:00,2023-06-12 12:38:00,2023-06-12 18:20:00,2023-06-12 18:38:00,X04,X05
232,83,2023-06-12,24,St,2,350,2023-06-12 16:23:00,2023-06-12 16:34:00,2023-06-12 22:23:00,2023-06-12 22:34:00,X04,X05
233,84,2023-06-12,24,St,3,350,2023-06-12 17:35:00,2023-06-12 17:54:00,2023-06-12 23:35:00,2023-06-12 23:54:00,X04,X05
234,82,2023-06-12,24,Cb,1,120,2023-06-12 12:20:00,2023-06-12 12:20:00,2023-06-12 18:20:00,2023-06-12 18:20:00,X07,X09
235,83,2023-06-12,24,Cb,2,120,2023-06-12 16:22:00,2023-06-12 16:22:00,2023-06-12 22:22:00,2023-06-12 22:22:00,X07,X09
236,84,2023-06-12,24,Cb,3,120,2023-06-12 17:34:00,2023-06-12 17:34:00,2023-06-12 23:34:00,2023-06-12 23:34:00,X07,X09
237,85,2023-06-15,25,Cb,1,120,2023-06-15 10:58:00,2023-06-15 11:15:00,2023-06-15 16:58:00,2023-06-15 17:15:00,X11,X09
238,86,2023-06-15,25,Cb,2,120,2023-06-15 11:56:00,2023-06-15 12:12:00,2023-06-15 17:56:00,2023-06-15 18:12:00,X11,X09
239,87,2023-06-15,25,Cb,3,120,2023-06-15 12:19:00,2023-06-15 12:38:00,2023-06-15 18:19:00,2023-06-15 18:38:00,X11,X09
240,88,2023-06-15,25,Cb,4,120,2023-06-15 15:26:00,2023-06-15 15:43:00,2023-06-15 21:26:00,2023-06-15 21:43:00,X11,X09
241,89,2023-06-15,25,Cb,5,120,2023-06-15 16:20:00,2023-06-15 16:40:00,2023-06-15 22:20:00,2023-06-15 22:40:00,X11,X09
242,90,2023-06-15,25,Cb,6,120,2023-06-15 17:17:00,2023-06-15 17:34:00,2023-06-15 23:17:00,2023-06-15 23:34:00,X11,X09
243,91,2023-06-15,25,Cb,7,120,2023-06-15 17:47:00,2023-06-15 18:06:00,2023-06-15 23:47:00,2023-06-16 00:06:00,X11,X09
244,85,2023-06-15,25,St,1,350,2023-06-15 10:57:00,2023-06-15 11:15:00,2023-06-15 16:57:00,2023-06-15 17:15:00,X10,X12
245,86,2023-06-15,25,St,2,350,2023-06-15 11:56:00,2023-06-15 12:12:00,2023-06-15 17:56:00,2023-06-15 18:12:00,X10,X12
246,87,2023-06-15,25,St,3,350,2023-06-15 12:19:00,2023-06-15 12:38:00,2023-06-15 18:19:00,2023-06-15 18:38:00,X10,X12
247,88,2023-06-15,25,St,4,350,2023-06-15 15:27:00,2023-06-15 15:43:00,2023-06-15 21:27:00,2023-06-15 21:43:00,X10,X12
248,89,2023-06-15,25,St,5,350,2023-06-15 16:19:00,2023-06-15 16:40:00,2023-06-15 22:19:00,2023-06-15 22:40:00,X10,X12
249,90,2023-06-15,25,St,6,350,2023-06-15 17:15:00,2023-06-15 17:34:00,2023-06-15 23:15:00,2023-06-15 23:34:00,X10,X12
250,91,2023-06-15,25,St,7,350,2023-06-15 17:47:00,2023-06-15 18:05:00,2023-06-15 23:47:00,2023-06-16 00:05:00,X10,X12
251,85,2023-06-15,25,Ac,1,235,2023-06-15 10:58:00,2023-06-15 11:14:00,2023-06-15 16:58:00,2023-06-15 17:14:00,X03,X04
252,86,2023-06-15,25,Ac,2,235,2023-06-15 11:56:00,2023-06-15 12:12:00,2023-06-15 17:56:00,2023-06-15 18:12:00,X03,X04
253,87,2023-06-15,25,Ac,3,235,2023-06-15 12:19:00,2023-06-15 12:38:00,2023-06-15 18:19:00,2023-06-15 18:38:00,X03,X04
254,88,2023-06-15,25,Ac,4,235,2023-06-15 15:27:00,2023-06-15 15:41:00,2023-06-15 21:27:00,2023-06-15 21:41:00,X03,X04
255,89,2023-06-15,25,Ac,5,235,2023-06-15 16:20:00,2023-06-15 16:40:00,2023-06-15 22:20:00,2023-06-15 22:40:00,X03,X04
256,90,2023-06-15,25,Ac,6,235,2023-06-15 17:17:00,2023-06-15 17:33:00,2023-06-15 23:17:00,2023-06-15 23:33:00,X03,X04
257,91,2023-06-15,25,Ac,7,235,2023-06-15 17:47:00,2023-06-15 18:05:00,2023-06-15 23:47:00,2023-06-16 00:05:00,X03,X04
258,92,2023-06-17,26,Ac,1,235,2023-06-17 12:05:00,2023-06-17 12:22:00,2023-06-17 18:05:00,2023-06-17 18:22:00,X07,X09
259,93,2023-06-17,26,Ac,2,235,2023-06-17 14:11:00,2023-06-17 14:28:00,2023-06-17 20:11:00,2023-06-17 20:28:00,X07,X09
260,94,2023-06-17,26,Ac,3,235,2023-06-17 14:34:00,2023-06-17 14:51:00,2023-06-17 20:34:00,2023-06-17 20:51:00,X07,X09
261,95,2023-06-17,26,Ac,4,235,2023-06-17 16:21:00,2023-06-17 16:27:00,2023-06-17 22:21:00,2023-06-17 22:27:00,X07,X09
262,96,2023-06-17,26,Ac,5,235,2023-06-17 16:58:00,2023-06-17 17:17:00,2023-06-17 22:58:00,2023-06-17 23:17:00,X07,X09
263,97,2023-06-17,26,Ac,6,235,2023-06-17 17:22:00,2023-06-17 17:38:00,2023-06-17 23:22:00,2023-06-17 23:38:00,X07,X09
264,92,2023-06-17,26,St,1,350,2023-06-17 12:05:00,2023-06-17 12:23:00,2023-06-17 18:05:00,2023-06-17 18:23:00,X12,X11
265,93,2023-06-17,26,St,2,350,2023-06-17 14:11:00,2023-06-17 14:29:00,2023-06-17 20:11:00,2023-06-17 20:29:00,X12,X11
266,94,2023-06-17,26,St,3,350,2023-06-17 14:36:00,2023-06-17 14:52:00,2023-06-17 20:36:00,2023-06-17 20:52:00,X12,X11
267,95,2023-06-17,26,St,4,350,2023-06-17 16:21:00,2023-06-17 16:27:00,2023-06-17 22:21:00,2023-06-17 22:27:00,X12,X11
268,96,2023-06-17,26,St,5,350,2023-06-17 16:59:00,2023-06-17 17:17:00,2023-06-17 22:59:00,2023-06-17 23:17:00,X12,X11
269,97,2023-06-17,26,St,6,350,2023-06-17 17:22:00,2023-06-17 17:38:00,2023-06-17 23:22:00,2023-06-17 23:38:00,X12,X11
270,92,2023-06-17,26,Cb,1,120,2023-06-17 12:05:00,2023-06-17 12:23:00,2023-06-17 18:05:00,2023-06-17 18:23:00,X04,X03
271,93,2023-06-17,26,Cb,2,120,2023-06-17 14:11:00,2023-06-17 14:29:00,2023-06-17 20:11:00,2023-06-17 20:29:00,X04,X03
272,94,2023-06-17,26,Cb,3,120,2023-06-17 14:35:00,2023-06-17 14:52:00,2023-06-17 20:35:00,2023-06-17 20:52:00,X04,X03
273,95,2023-06-17,26,Cb,4,120,2023-06-17 16:21:00,2023-06-17 16:26:00,2023-06-17 22:21:00,2023-06-17 22:26:00,X04,X03
274,96,2023-06-17,26,Cb,5,120,2023-06-17 16:58:00,2023-06-17 17:18:00,2023-06-17 22:58:00,2023-06-17 23:18:00,X04,X03
275,97,2023-06-17,26,Cb,6,120,2023-06-17 17:22:00,2023-06-17 17:39:00,2023-06-17 23:22:00,2023-06-17 23:39:00,X04,X03
276,98,2023-06-21,27,Ac,1,235,2023-06-21 13:15:00,2023-06-21 13:30:00,2023-06-21 19:15:00,2023-06-21 19:30:00,X04,X09
277,99,2023-06-21,27,Ac,2,235,2023-06-21 16:04:00,2023-06-21 16:21:00,2023-06-21 22:04:00,2023-06-21 22:21:00,X04,X09
278,98,2023-06-21,27,Cb,1,120,2023-06-21 13:15:00,2023-06-21 13:30:00,2023-06-21 19:15:00,2023-06-21 19:30:00,X10,X03
279,99,2023-06-21,27,Cb,2,120,2023-06-21 16:04:00,2023-06-21 16:21:00,2023-06-21 22:04:00,2023-06-21 22:21:00,X10,X03
280,98,2023-06-21,27,St,1,350,2023-06-21 13:14:00,2023-06-21 13:32:00,2023-06-21 19:14:00,2023-06-21 19:32:00,X12,X05
281,99,2023-06-21,27,St,2,350,2023-06-21 16:04:00,2023-06-21 16:21:00,2023-06-21 22:04:00,2023-06-21 22:21:00,X12,X05
